income_stability,affordability_index,nsf_frequency,bill_payment_latency,network_centrality,time_to_zero_norm,debt_to_income,txn_freq_norm,default
0.2341938508872119,0.6718195584761512,0.0,12.193772504560568,0.08,0.0,0.2374243741515144,0.04,0
0.279057093463037,0.7252708604300907,0.0,13.555289893174455,0.16,0.0,0.1819803107367998,0.08,0
0.3990518245288146,0.8149845600148514,0.0,-0.9429285596399491,0.2,0.0,0.172958544074036,0.1,0
0.3074188342273859,0.8345922964744409,0.0,-0.0021833823360233,0.18,0.0,0.1347687652306982,0.09,0
0.91301242604397,0.8214345098616331,0.0,7.068933724610482,0.16,0.0,0.0314108743766291,0.08,0
0.2979646400274989,0.5784002490308515,0.0,8.571171733713022,0.16,0.0,0.3649453382466764,0.08,0
0.7253086187168576,0.5516353009529932,0.0,-2.973138015980945,0.1,0.0,0.3147903197524804,0.05,0
0.3807666342283092,0.617173228640821,0.0,-1.33017222611696,0.14,0.0,0.2647110929886554,0.07,0
0.5482797914520909,0.4878712636827015,0.0,2.65390296029241,0.16,0.0,0.3770897276376449,0.08,0
0.4704122699327282,0.5954352095462975,0.0,4.020001905388457,0.18,0.0,0.2215208962849505,0.09,0
0.8879442400573239,0.6770188376319334,0.0,7.695444718155652,0.14,0.0,0.2381107364416218,0.07,1
0.5670730930132358,0.5291478117269373,0.0,4.297394115432383,0.14,0.0,0.3962020568002693,0.07,1
0.7893885439259932,0.6852824138397453,0.0,1.6814734721172304,0.1,0.0,0.066739431282231,0.05,0
0.9828926692960748,0.7738145264850335,0.0,13.301707719184158,0.1,0.0,0.1277254550361659,0.05,0
0.8945858309357335,0.8355440835150282,0.0,1.3727283554749683,0.14,0.0,0.0474836382036445,0.07,0
0.256157996861095,0.6137926632841693,0.0,14.140772166748247,0.1,0.0,0.2076129120518195,0.05,0
0.6616133951841879,0.8450403296517002,0.0,3.59297211528437,0.1,0.0,0.1041147430264012,0.05,0
0.3111184852244736,0.689617056141179,0.0,0.3054391669469609,0.18,0.0,0.1998473647995048,0.09,0
0.5771381314139821,0.5702593127744734,1.0,5.570663499965596,0.18,0.5,0.3215834030210081,0.09,0
0.7009241018366359,0.6367451366037314,0.0,3.0560407659794957,0.22,0.0,0.1294716945616974,0.11,0
0.7419437197076503,0.9199439284881306,0.0,10.073719096799064,0.38,0.0,0.0600194658775937,0.19,0
1.5413670459968614,0.6771019864173989,1.0,-0.0017834713178666,0.16,0.5,0.3121504494283922,0.08,0
0.3705499185321923,0.7000177851601233,0.0,5.376249645029169,0.2,0.0,0.2012881659434537,0.1,0
0.5609645190894744,0.6941111501516669,0.0,-1.505761713170438,0.28,0.0,0.2458164072885262,0.14,0
0.3283104593053923,0.5471888709372359,0.0,6.305927374080024,0.1,0.0,0.2671679995214508,0.05,0
0.4602029241598084,0.8962912438155808,0.0,-5.629592240848243,0.2,0.0,0.0685298177817499,0.1,0
1.1200794116642625,0.7243666787012859,0.0,-0.3996797237920759,0.26,0.0,0.1733003729236111,0.13,1
0.4657452013200072,0.7317481653022326,0.0,5.318569396377235,0.16,0.0,0.2592121272220857,0.08,1
0.2854615526185889,0.8188604206904093,0.0,-1.2776633495280798,0.08,0.0,0.1488072343171132,0.04,0
0.7705548191910014,0.5946516361010266,0.0,2.307910738300128,0.12,0.0,0.29250023573895,0.06,1
0.6850916187879228,0.5842149241329742,0.0,0.0627436257214641,0.16,0.0,0.2619628492591436,0.08,1
0.8573351132315076,0.6064652974399096,0.0,2.8259384262102376,0.1,0.0,0.3158794028569917,0.05,0
0.5676078014195002,0.8671769802067529,0.0,13.182911783360405,0.1,0.0,0.0716126549766335,0.05,0
0.464918644574503,0.5928397605211,1.0,1.2184934113396904,0.16,0.5,0.3004708547816171,0.08,0
0.5731395987358472,0.5048466756094648,0.0,1.1279977600054665,0.14,0.0,0.3805962840707149,0.07,1
1.1527214276081188,0.6892787735552123,0.0,0.8042233302659478,0.32,0.0,0.1681341556781996,0.16,1
0.3973147509955594,0.6025067741244128,0.0,1.01129857877234,0.12,0.0,0.1447412372820554,0.06,1
0.8791708059374194,0.7035779580297546,0.0,5.820584632000989,0.38,0.0,0.2033246777106778,0.19,0
0.6713240414726885,0.5878571679895892,0.0,4.952421469371675,0.14,0.0,0.3879657591258413,0.07,1
0.5967551834896525,0.707720886573257,0.0,3.856220238424979,0.12,0.0,0.0480836221482433,0.06,0
0.7992053594806378,0.5664629861561792,0.0,-8.696836599065836,0.24,0.0,0.3089991384385255,0.12,1
0.885497848356355,0.6414923816732274,0.0,6.280602281843231,0.22,0.0,0.2462497586732506,0.11,1
0.3679881035998441,0.5671891346847007,0.0,5.987314289406763,0.08,0.0,0.3435922188488881,0.04,0
0.4615939105391724,0.535198253478262,0.0,-4.277367378086579,0.16,0.0,0.3378197594140282,0.08,1
0.6510863045253582,0.8270398979133693,0.0,3.175292089355569,0.14,0.0,0.1372176023172041,0.07,0
0.9937438489771058,0.7380059733752713,0.0,4.346586189232058,0.1,0.0,0.031296839432009,0.05,0
0.9116825273810222,0.8494875317978303,0.0,-1.2094217514267172,0.1,0.0,0.0806113512025251,0.05,0
0.5231748855810568,0.6057102774548272,0.0,1.2425818191941502,0.14,0.0,0.2452464956276966,0.07,1
0.2878651505303611,0.7604285033900214,0.0,-3.159343440665401,0.06,0.0,0.0522609375293851,0.03,0
0.491261038148139,0.8294860039922607,0.0,7.391069990774973,0.22,0.0,0.0040524736110973,0.11,0
0.8893024031874377,0.7475679068714253,0.0,8.171133370023814,0.14,0.0,0.0628815534227817,0.07,0
0.5718236582889673,0.4828840927428873,0.0,-0.4163334860891319,0.14,0.0,0.3663772015816209,0.07,0
0.4749888598388361,0.5582453966167056,0.0,-6.480009474589446,0.16,0.0,0.3287323786341437,0.08,0
0.3926764107479099,0.7828482393310752,0.0,4.111888744652783,0.2,0.0,0.0061579566765233,0.1,0
0.3580782126267904,0.537538196434737,0.0,7.506883582144598,0.1,0.0,0.2788096664017198,0.05,0
1.040183734115378,0.6665378094106992,0.0,12.582271605081766,0.16,0.0,0.05044405667145,0.08,1
0.4079909407574873,0.7254524249712406,0.0,-3.952145028949048,0.1,0.0,0.2466601258082952,0.05,0
0.7215014310345604,0.7025441676446583,0.0,1.6206302209172985,0.22,0.0,0.0038801419692168,0.11,0
0.9555272549176048,0.7426199455734797,0.0,4.360134483144135,0.12,0.0,0.0680570960708631,0.06,1
0.2413657971335516,0.6525484098156362,0.0,2.3614639642568243,0.12,0.0,0.0747629185800472,0.06,0
0.2819374110420872,0.8068746469320154,0.0,5.124480520862014,0.12,0.0,0.1531333579073741,0.06,0
0.4745121367000406,0.8085901302925094,0.0,4.0815270562415815,0.1,0.0,0.1257423924305306,0.05,0
0.7634602827339745,0.5208623082732957,0.0,-3.145855167591586,0.2,0.0,0.2832290311184182,0.1,1
0.489952220066569,0.6419351197951916,0.0,5.956447946467364,0.24,0.0,0.0948907166943978,0.12,1
0.3218224169585855,0.6972593429268759,0.0,10.15312198499197,0.16,0.0,0.0942730138303539,0.08,0
0.5643591681538839,0.6281764422441704,1.0,11.313530080017484,0.1,0.5,0.1417085308868862,0.05,0
0.4930804666402866,0.614069989888161,0.0,-5.536529708703368,0.08,0.0,0.2771887175094669,0.04,0
0.9331530073144128,0.7054888361462404,0.0,6.658592379310658,0.16,0.0,0.1212878186874364,0.08,1
0.4294609736297506,0.450198301516601,0.0,17.98599145859569,0.16,0.0,0.3840542417621789,0.08,0
0.806139279022379,0.6462406797864935,0.0,-2.619413860661023,0.08,0.0,0.1589165171783623,0.04,1
0.4637284133047824,0.6362072905417814,0.0,10.0742006822963,0.16,0.0,0.2144385465376481,0.08,1
1.2779178579701846,0.8517107833641246,0.0,-4.5384041907810015,0.14,0.0,0.1479554502592499,0.07,1
0.9274985065860208,0.8627645481060122,0.0,2.7740723578741897,0.2,0.0,0.0737905012534557,0.1,0
0.5796776506247984,0.8749163985833878,0.0,2.0317085985310483,0.22,0.0,0.0465094721171522,0.11,0
0.6115723718126334,0.6527494069999132,0.0,3.1457595616250638,0.24,0.0,0.2186841117373118,0.12,0
1.2980026789889387,0.6873289788605568,1.0,-6.605065694116281,0.06,0.25,0.0256835748300536,0.03,0
0.9395294949047408,0.5588722891137778,0.0,7.068449835203642,0.1,0.0,0.2490197584852455,0.05,1
0.6275866532311629,0.6836346977837412,0.0,15.38464566861706,0.16,0.0,0.098939240697279,0.08,1
0.7363167459228457,0.5601868960790649,0.0,5.523906804575354,0.16,0.0,0.2150324552206057,0.08,1
